duration_as_adoptable,age,breed_mixed,breed_primary,city,coat,color_primary,distance,gender,goodwith_cats,goodwith_children,goodwith_dogs,hasimage,hasvideo,house_trained,population,shots_current,size,spayed_neutered,special_needs
38.98523148148149,Young,False,Labrador Retriever,West Richland,Short,Black,6.6562,Female,False,True,True,True,False,True,13048.0,False,Large,True,False
65.66298611111111,Young,True,Chihuahua,West Richland,Short,Brown / Chocolate,6.6562,Male,unknown,True,True,True,False,True,13048.0,True,Small,True,False
65.68375,Young,True,Chihuahua,West Richland,Short,White / Cream,6.6562,Female,unknown,True,True,True,False,True,13048.0,True,Small,True,False
33.923472222222216,Baby,True,German Shorthaired Pointer,West Richland,Short,Black,6.6562,Male,True,True,True,True,False,True,13048.0,True,Large,True,False
3.899444444444444,Senior,True,Rottweiler,Benton City,Medium,Black,0.0001,Female,unknown,unknown,True,True,False,False,3156.0,False,Large,True,False
140.49841435185186,Young,False,American Staffordshire Terrier,Onalaska,Short,unknown,2.3197,Female,False,True,False,True,False,True,977.0,True,Large,True,False
7.260891203703704,Young,True,English Bulldog,Onalaska,Short,Harlequin,2.3197,Male,False,False,True,True,False,True,977.0,True,Medium,True,False
24.39697916666667,Baby,True,Golden Retriever,Onalaska,unknown,Black,2.3197,Female,True,unknown,True,True,False,False,977.0,True,Medium,False,True
6.138055555555557,Young,True,Chihuahua,Onalaska,Long,Bicolor,2.3197,Female,True,unknown,True,True,False,True,977.0,True,Small,True,False
12.992847222222224,Baby,True,Dachshund,Onalaska,unknown,Bicolor,2.3197,Female,True,False,True,True,False,False,977.0,True,Small,False,False
27.431759259259263,Baby,False,American Staffordshire Terrier,Onalaska,unknown,Brindle,2.3197,Male,True,True,True,True,False,True,977.0,True,Medium,False,False
26.787025462962962,Adult,False,Miniature Pinscher,Gig Harbor,unknown,unknown,2.1274,Male,True,unknown,unknown,True,False,True,7918.0,True,Small,True,False
17.152025462962968,Adult,True,Labrador Retriever,Gig Harbor,unknown,unknown,2.1274,Female,False,True,True,True,False,True,7918.0,True,Large,True,False
46.13833333333334,Adult,True,Labrador Retriever,Gig Harbor,unknown,unknown,2.1274,Male,True,True,True,True,False,True,7918.0,True,Large,True,False
40.61553240740741,Adult,True,Border Collie,University Place,Medium,unknown,8.8333,Male,unknown,unknown,unknown,True,False,True,31991.0,True,Medium,True,False
24.822604166666668,Young,True,Terrier,Gig Harbor,unknown,unknown,2.1274,Female,True,unknown,True,True,False,True,7918.0,True,Small,True,False
24.82738425925925,Adult,False,Australian Shepherd,Gig Harbor,unknown,unknown,2.1274,Female,unknown,unknown,True,True,False,True,7918.0,True,Small,True,False
73.14559027777777,Adult,True,Great Pyrenees,University Place,Medium,unknown,8.8333,Female,True,True,True,True,False,True,31991.0,True,Large,True,False
123.1698148148148,Adult,True,Hound,University Place,Short,unknown,8.8333,Male,unknown,True,True,True,False,True,31991.0,True,Large,True,False
32.84357638888889,Adult,True,Terrier,Gig Harbor,unknown,unknown,2.1274,Male,True,unknown,True,True,False,True,7918.0,True,Small,True,False
141.02466435185184,Young,True,Border Collie,University Place,Short,unknown,8.8333,Male,unknown,unknown,True,True,False,True,31991.0,True,Medium,True,False
51.632974537037036,Young,True,Border Collie,University Place,Medium,unknown,8.8333,Male,unknown,unknown,True,True,False,True,31991.0,True,Medium,True,False
76.07133101851852,Young,True,Cattle Dog,University Place,Short,White / Cream,8.8333,Female,unknown,True,True,True,False,True,31991.0,True,Medium,True,False
141.31971064814815,Young,True,Jack Russell Terrier,University Place,Short,White / Cream,8.8333,Female,unknown,True,True,True,False,True,31991.0,True,Medium,True,False
218.99291666666667,Young,True,German Shepherd Dog,University Place,Medium,unknown,8.8333,Male,unknown,unknown,True,True,True,True,31991.0,True,Large,True,False
142.02909722222222,Adult,True,Flat-Coated Retriever,University Place,Long,unknown,8.8333,Female,True,True,True,True,False,True,31991.0,True,Large,True,False
