age,gender,size,coat,distance,spayed_neutered,house_trained,declawed,special_needs,shots_current,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,goodwith_children,goodwith_dogs,goodwith_cats,hasimage,hasvideo,duration_as_adoptable,city,population
Baby,Male,Small,Short,5.7094,True,True,False,False,True,Domestic Short Hair,none,False,False,Orange & White,none,none,unknown,unknown,unknown,True,False,11.954386574074075,Bothell,41207.0
Senior,Female,Large,Short,5.7094,True,True,False,True,True,Manx,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,86.91732638888891,Bothell,41207.0
Adult,Female,Large,Short,5.7094,True,True,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,True,False,True,False,8.876597222222221,Bothell,41207.0
Senior,Female,Large,Long,5.7094,True,True,False,False,True,Domestic Long Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,180.8641087962963,Bothell,41207.0
Adult,Male,Large,Short,5.7094,True,True,False,False,False,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,66.83706018518518,Bothell,41207.0
Adult,Male,Extra Large,Long,5.7094,True,True,False,False,True,Domestic Long Hair,none,False,False,Orange / Red,none,none,True,unknown,unknown,True,False,31.999363425925928,Bothell,41207.0
Young,Male,Small,Short,9.297,True,False,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,False,unknown,unknown,True,False,67.99276620370371,Seattle,653017.0
Young,Male,Small,Short,9.297,True,False,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,False,unknown,unknown,True,False,68.05107638888889,Seattle,653017.0
Adult,Female,Medium,unknown,3.9301,True,True,False,False,True,Domestic Long Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,True,False,False,9.667592592592593,Kirkland,84721.0
Adult,Female,Medium,unknown,3.9301,True,True,False,False,True,Domestic Medium Hair,none,True,False,Tabby (Orange / Red),White,none,True,unknown,True,True,False,13.835138888888887,Kirkland,84721.0
Adult,Female,Medium,unknown,3.9301,True,True,False,True,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,True,unknown,unknown,False,False,7.685798611111112,Kirkland,84721.0
Senior,Female,Medium,Medium,5.7832,False,False,False,False,False,Domestic Medium Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,unknown,True,False,56.22299768518518,Redmond,57959.0
Adult,Female,Medium,unknown,3.9301,True,True,False,True,True,Siamese,none,True,False,Seal Point,none,none,True,unknown,True,True,False,16.083368055555557,Kirkland,84721.0
Adult,Female,Large,Short,5.7094,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,72.89578703703705,Bothell,41207.0
Adult,Male,Medium,Short,5.7094,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray / Blue / Silver,none,none,unknown,unknown,unknown,True,False,4.856608796296296,Bothell,41207.0
Adult,Female,Medium,Short,5.7094,True,True,False,False,True,Domestic Short Hair,none,False,False,unknown,none,none,True,unknown,unknown,True,False,5.111967592592593,Bothell,41207.0
Adult,Female,Medium,unknown,3.9301,True,True,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,True,unknown,unknown,True,False,3.2263194444444445,Kirkland,84721.0
Adult,Female,Medium,unknown,3.9301,True,True,False,True,True,Domestic Short Hair,none,True,False,Black,none,none,True,False,False,True,False,3.229224537037037,Kirkland,84721.0
Adult,Male,Medium,unknown,3.9301,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,False,True,False,27.109837962962967,Kirkland,84721.0
Adult,Female,Medium,Short,5.7094,True,True,True,False,True,Siamese,none,False,False,Lilac Point,Cream Point,none,True,unknown,True,True,False,3.843888888888889,Bothell,41207.0
Senior,Female,Medium,unknown,3.9301,True,True,False,True,True,Domestic Medium Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,25.265810185185185,Kirkland,84721.0
Senior,Female,Medium,unknown,3.9301,True,True,False,False,True,Domestic Medium Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,25.2725,Kirkland,84721.0
Baby,Female,Medium,Long,5.7094,True,True,False,False,True,Domestic Long Hair,none,False,False,Gray / Blue / Silver,none,none,unknown,unknown,unknown,True,False,7.081331018518518,Bothell,41207.0
Baby,Male,Medium,Short,5.7094,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,unknown,unknown,unknown,True,False,7.084340277777778,Bothell,41207.0
Senior,Female,Medium,Long,5.7094,True,True,False,False,True,Domestic Long Hair,none,False,False,Black & White / Tuxedo,none,none,True,unknown,unknown,True,False,7.093657407407408,Bothell,41207.0
Young,Female,Medium,unknown,3.9301,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,5.010347222222221,Kirkland,84721.0
Adult,Male,Medium,unknown,3.9301,True,True,False,False,True,Domestic Long Hair,none,True,False,Black & White / Tuxedo,none,none,False,unknown,unknown,True,False,51.81832175925926,Kirkland,84721.0
Senior,Female,Medium,unknown,3.9301,True,True,False,False,True,Domestic Medium Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,False,True,False,52.0515162037037,Kirkland,84721.0
Adult,Male,Medium,unknown,3.9301,True,True,False,True,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,True,False,True,True,False,7.024664351851853,Kirkland,84721.0
Adult,Female,Small,Short,9.297,True,False,False,False,True,Domestic Short Hair,none,False,False,Gray / Blue / Silver,none,none,False,unknown,False,True,False,32.094016203703696,Seattle,653017.0
Young,Male,Medium,Short,8.6797,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Gray & White,none,none,False,unknown,True,True,False,3.5357291666666666,Seattle,653017.0
Adult,Male,Large,Short,5.7094,True,True,False,False,True,Domestic Short Hair,none,False,False,unknown,none,none,unknown,unknown,True,True,True,1.4054166666666668,Bothell,41207.0
Senior,Female,Medium,Medium,8.6797,True,True,False,False,True,Domestic Medium Hair,Tortoiseshell,True,False,Tortoiseshell,none,none,False,False,unknown,True,False,51.866539351851856,Seattle,653017.0
Adult,Male,Large,Short,8.6797,True,True,False,True,True,Domestic Short Hair,none,False,False,Tabby (Buff / Tan / Fawn),none,none,False,unknown,True,True,False,23.715555555555557,Seattle,653017.0
Baby,Female,Small,Short,5.6159,True,False,False,False,False,Tabby,none,False,False,Gray / Blue / Silver,none,none,True,True,True,True,False,80.12967592592592,McKenna,970.0
Baby,Female,Small,Short,5.6159,True,False,False,False,False,Tabby,none,False,False,Gray / Blue / Silver,none,none,True,True,True,True,False,51.33818287037037,McKenna,970.0
Young,Male,Medium,Short,8.4563,True,True,False,False,True,Domestic Short Hair,American Bobtail,True,False,Black,White,none,unknown,unknown,True,True,False,47.77584490740741,Seattle,653017.0
Senior,Female,Large,Long,7.7296,True,True,False,False,True,Domestic Long Hair,none,False,False,Orange / Red,none,none,unknown,unknown,unknown,True,False,12.05417824074074,Bothell,41207.0
Adult,Female,Small,unknown,8.4563,True,True,False,False,True,Domestic Short Hair,Tuxedo,True,False,unknown,none,none,unknown,True,True,True,False,31.69820601851852,Seattle,653017.0
Adult,Male,Medium,Short,6.9927,True,True,False,False,True,Extra-Toes Cat / Hemingway Polydactyl,Tabby,True,False,Tabby (Tiger Striped),none,none,True,unknown,True,True,False,156.07792824074073,Bothell,41207.0
Adult,Male,Medium,Short,6.9927,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,True,True,unknown,True,False,17.869282407407404,Bothell,41207.0
Adult,Male,Large,Short,7.7296,True,True,False,False,True,Domestic Short Hair,none,False,False,Flame Point,none,none,unknown,unknown,unknown,True,False,2.0453125,Bothell,41207.0
Adult,Female,Small,Short,7.7296,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,True,unknown,unknown,True,False,8.689722222222223,Bothell,41207.0
Adult,Male,Medium,Short,8.0263,True,True,False,False,True,Snowshoe,Siamese,True,False,Chocolate Point,none,none,unknown,unknown,True,True,False,5.654282407407408,Port Angeles,19200.0
Senior,Female,Medium,Short,8.0263,True,True,False,True,True,Domestic Short Hair,none,False,False,Gray & White,none,none,True,True,True,True,False,38.74797453703704,Port Angeles,19200.0
Adult,Female,Small,Short,8.0263,True,True,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,True,False,True,True,False,38.75575231481481,Port Angeles,19200.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray & White,none,none,True,unknown,True,True,False,1.8263773148148148,Port Angeles,19200.0
Adult,Male,Extra Large,Long,0.1703,True,True,False,False,True,Domestic Long Hair,none,True,False,Orange / Red,none,none,unknown,unknown,unknown,True,True,43.167303240740736,Sequim,6695.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Tabby,Extra-Toes Cat / Hemingway Polydactyl,True,False,Tabby (Orange / Red),Tabby (Tiger Striped),none,True,unknown,unknown,True,False,1.110011574074074,Port Angeles,19200.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Tabby,Domestic Short Hair,True,False,Tabby (Orange / Red),Tabby (Tiger Striped),none,True,unknown,unknown,True,False,7.317210648148147,Port Angeles,19200.0
Senior,Male,Large,Long,8.0263,True,True,True,False,True,Tuxedo,Domestic Long Hair,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,104.0103125,Port Angeles,19200.0
Baby,Female,Medium,Short,8.0263,True,True,False,False,True,Tabby,Domestic Short Hair,True,False,Tabby (Orange / Red),Tabby (Tiger Striped),none,False,unknown,True,True,False,13.065486111111115,Port Angeles,19200.0
Baby,Male,Medium,Medium,8.0263,True,True,False,False,True,Tabby,Domestic Medium Hair,True,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),none,False,unknown,True,True,False,13.066805555555556,Port Angeles,19200.0
Adult,Female,Medium,Long,8.0263,True,True,False,False,True,Tuxedo,Domestic Long Hair,True,False,Black & White / Tuxedo,none,none,False,False,unknown,True,False,9.15769675925926,Port Angeles,19200.0
Adult,Female,Medium,Short,0.1703,True,True,False,False,True,Domestic Short Hair,none,True,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,13.942893518518519,Sequim,6695.0
Adult,Male,Medium,Long,8.0263,True,True,False,False,True,Tabby,Domestic Long Hair,True,False,Tabby (Brown / Chocolate),none,none,unknown,True,False,True,False,2.072164351851852,Port Angeles,19200.0
Adult,Female,Large,Long,8.0263,True,True,False,False,True,Tabby,Domestic Long Hair,True,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),White,True,True,False,True,False,2.075729166666666,Port Angeles,19200.0
Young,Female,Medium,Medium,0.1703,False,False,False,False,False,Domestic Medium Hair,Tabby,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,34.51318287037037,Sequim,6695.0
Young,Female,Small,Short,0.1703,True,True,False,False,True,Domestic Short Hair,Tuxedo,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,17.718009259259258,Sequim,6695.0
Young,Female,Medium,Short,0.1703,True,True,False,False,True,Domestic Short Hair,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,17.720891203703705,Sequim,6695.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Tabby,none,False,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),White,True,True,True,True,False,28.26863425925925,Port Angeles,19200.0
Senior,Female,Medium,Short,8.0263,True,True,False,False,True,Tuxedo,none,False,False,Black & White / Tuxedo,none,none,False,unknown,True,True,False,58.00494212962963,Port Angeles,19200.0
Senior,Female,Medium,Medium,8.0263,True,True,False,False,True,Domestic Medium Hair,none,False,False,Gray / Blue / Silver,none,none,True,unknown,True,True,False,12.964467592592593,Port Angeles,19200.0
Young,Male,Large,Short,8.0263,True,True,False,False,True,Tabby,none,False,False,Tabby (Gray / Blue / Silver),Tabby (Tiger Striped),none,True,unknown,True,True,False,1.1065972222222222,Port Angeles,19200.0
Young,Male,Large,Short,8.0263,True,True,False,False,True,Tabby,none,False,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),none,True,unknown,True,True,False,1.107824074074074,Port Angeles,19200.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray / Blue / Silver,none,none,True,unknown,unknown,True,False,62.79607638888889,Port Angeles,19200.0
Adult,Female,Medium,Short,8.0263,True,True,False,False,True,Tortoiseshell,none,False,False,Tortoiseshell,none,none,False,True,False,True,False,17.948252314814816,Port Angeles,19200.0
Senior,Male,Large,Medium,8.0263,True,True,False,False,True,Domestic Medium Hair,none,False,False,Gray / Blue / Silver,none,none,True,unknown,True,True,False,6.031215277777778,Port Angeles,19200.0
Adult,Female,Medium,Short,0.1703,True,True,False,False,True,Domestic Short Hair,Tortoiseshell,True,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,0.9569097222222224,Sequim,6695.0
Baby,Male,Small,Medium,8.0263,True,True,False,False,True,Tabby,Domestic Short Hair,True,False,Black,Tabby (Tiger Striped),Tabby (Orange / Red),False,unknown,True,True,False,75.85677083333333,Port Angeles,19200.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,False,False,True,True,False,201.0420486111111,Port Angeles,19200.0
Baby,Female,Medium,Medium,8.0263,True,True,False,False,True,Tabby,Manx,True,False,Tabby (Gray / Blue / Silver),Tabby (Tiger Striped),White,unknown,unknown,False,True,False,1.2011689814814814,Port Angeles,19200.0
Adult,Female,Large,Short,8.0263,True,True,False,False,True,Tabby,none,False,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),White,unknown,unknown,False,True,False,7.025104166666668,Port Angeles,19200.0
Young,Male,Large,Medium,8.0263,True,True,False,False,True,Domestic Medium Hair,none,False,False,Black,none,none,unknown,unknown,False,True,False,1.2192129629629629,Port Angeles,19200.0
Adult,Female,Medium,Short,8.0263,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,White,none,False,unknown,True,True,False,5.950104166666668,Port Angeles,19200.0
Adult,Female,Large,Short,8.0263,True,True,False,False,True,Tuxedo,none,False,False,Black & White / Tuxedo,none,none,True,False,True,True,False,4.640856481481481,Port Angeles,19200.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Tuxedo,none,False,False,Black & White / Tuxedo,none,none,True,False,True,True,False,4.642048611111111,Port Angeles,19200.0
Baby,Female,Small,Short,8.0263,True,True,False,False,True,Tuxedo,none,False,False,Black & White / Tuxedo,none,none,False,unknown,True,True,False,19.48028935185185,Port Angeles,19200.0
Adult,Male,Large,Short,8.0263,True,True,False,False,True,Tabby,none,False,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),White,True,unknown,True,True,False,28.63054398148148,Port Angeles,19200.0
Adult,Female,Medium,Short,8.0263,True,True,False,False,True,Tuxedo,none,False,False,Black,none,none,True,unknown,True,True,False,29.63939814814815,Port Angeles,19200.0
Adult,Female,Small,Short,8.0263,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,True,unknown,True,True,False,29.641122685185184,Port Angeles,19200.0
Adult,Female,Medium,Short,8.0263,True,True,False,False,True,Tabby,none,False,False,Tabby (Brown / Chocolate),Tabby (Tiger Striped),none,True,unknown,True,True,False,15.447546296296293,Port Angeles,19200.0
Young,Female,Medium,Short,0.1703,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,unknown,True,False,6.972291666666668,Sequim,6695.0
