age,gender,size,coat,distance,spayed_neutered,house_trained,declawed,special_needs,shots_current,breed_primary,breed_secondary,breed_mixed,breed_unknown,color_primary,color_secondary,color_tertiary,goodwith_children,goodwith_dogs,goodwith_cats,hasimage,hasvideo,duration_as_adoptable,city,population
Young,Male,Small,Short,1.9566,True,False,False,False,True,Domestic Short Hair,none,True,False,Orange / Red,White,none,unknown,unknown,unknown,True,False,0.2730787037037037,Woodinville,11373.0
Young,Male,Medium,Short,1.9566,True,False,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,15.17238425925926,Woodinville,11373.0
Adult,Male,Medium,Short,1.9566,True,False,False,False,True,Domestic Short Hair,none,True,False,Buff / Tan / Fawn,none,none,unknown,unknown,unknown,True,False,4.986087962962963,Woodinville,11373.0
Adult,Male,Medium,Short,1.9566,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,2.32144675925926,Woodinville,11373.0
Adult,Male,Medium,Short,1.9566,True,False,False,False,True,Domestic Short Hair,none,True,False,Orange & White,Tabby (Orange / Red),none,unknown,unknown,unknown,True,False,0.18258101851851846,Woodinville,11373.0
Adult,Female,Medium,Short,1.9566,True,False,False,False,True,Domestic Short Hair,none,True,False,Calico,none,none,unknown,unknown,unknown,True,False,0.2820023148148148,Woodinville,11373.0
Young,Female,Medium,Short,1.9566,True,False,False,False,True,Domestic Short Hair,Torbie,True,False,Orange / Red,none,none,unknown,unknown,True,True,False,0.14230324074074074,Woodinville,11373.0
Young,Male,Medium,Short,1.9566,True,False,False,False,True,Domestic Short Hair,Tuxedo,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,7.331898148148147,Woodinville,11373.0
Young,Female,Medium,Short,1.9566,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Brown / Chocolate,none,none,unknown,unknown,True,True,False,0.29965277777777777,Woodinville,11373.0
Young,Female,Medium,Short,1.7482,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,13.846956018518519,Friday Harbor,2162.0
Adult,Male,Medium,Short,1.7482,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,3.0023842592592587,Friday Harbor,2162.0
Baby,Female,Medium,Short,1.7482,True,True,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,False,False,0.04875,Friday Harbor,2162.0
Baby,Male,Medium,Short,1.7482,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,4.110717592592594,Friday Harbor,2162.0
Baby,Male,Medium,Short,1.7482,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,7.966041666666666,Friday Harbor,2162.0
Baby,Female,Medium,Short,1.7482,True,True,False,False,True,Domestic Short Hair,none,True,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,7.9675,Friday Harbor,2162.0
Senior,Male,Medium,Short,1.7482,True,True,False,False,True,Domestic Short Hair,none,True,False,Orange / Red,none,none,unknown,unknown,unknown,True,False,42.011608796296294,Friday Harbor,2162.0
Baby,Male,Medium,Medium,1.4576,True,True,False,False,True,Domestic Medium Hair,none,False,False,Black,Tabby (Orange / Red),none,unknown,unknown,unknown,True,False,5.514918981481482,Ferndale,12355.0
Adult,Male,Small,unknown,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Brown / Chocolate,White,none,unknown,unknown,False,True,False,23.17458333333333,Bellingham,82944.0
Adult,Female,Small,unknown,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Calico,none,none,unknown,unknown,False,True,False,49.94178240740741,Bellingham,82944.0
Adult,Female,Small,unknown,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,17.238865740740742,Bellingham,82944.0
Adult,Male,Small,unknown,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,False,unknown,False,True,False,24.181446759259263,Bellingham,82944.0
Baby,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray / Blue / Silver,White,none,True,True,True,True,False,5.26806712962963,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Orange / Red,none,none,False,unknown,unknown,True,False,32.209143518518516,Bellingham,82944.0
Adult,Female,Large,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,False,unknown,True,False,19.130914351851853,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Russian Blue,none,False,False,Gray / Blue / Silver,none,none,False,unknown,unknown,True,False,21.048090277777774,Bellingham,82944.0
Adult,Male,Large,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,False,unknown,unknown,True,False,34.13378472222223,Bellingham,82944.0
Adult,Male,Large,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,White,none,unknown,unknown,unknown,True,False,2.063032407407408,Bellingham,82944.0
Young,Female,Medium,Medium,7.9831,True,True,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,45.054039351851856,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,41.97668981481481,Bellingham,82944.0
Adult,Male,Large,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray & White,none,none,unknown,unknown,unknown,True,False,2.7250347222222224,Bellingham,82944.0
Adult,Female,Medium,Medium,7.9831,True,True,False,False,True,Domestic Medium Hair,none,False,False,Torbie,none,none,unknown,unknown,unknown,True,False,2.728275462962963,Bellingham,82944.0
Young,Female,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,unknown,True,False,136.83282407407407,Ferndale,12355.0
Young,Male,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,unknown,unknown,unknown,True,False,136.83412037037036,Ferndale,12355.0
Young,Male,Medium,Short,1.4576,True,True,False,False,True,Siamese,none,True,False,Lilac Point,White,none,unknown,unknown,unknown,True,False,26.95460648148148,Ferndale,12355.0
Adult,Female,Medium,Long,7.9831,True,True,False,False,True,Domestic Long Hair,none,False,False,Black,White,none,unknown,False,True,True,False,4.803981481481482,Bellingham,82944.0
Young,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,True,True,True,True,False,1.7589004629629632,Bellingham,82944.0
Young,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,False,False,False,True,False,24.284548611111113,Bellingham,82944.0
Adult,Male,Medium,Medium,7.9831,True,True,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Brown / Chocolate),none,none,False,False,False,True,False,4.824166666666667,Bellingham,82944.0
Adult,Female,Large,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Tortoiseshell,White,none,unknown,unknown,unknown,True,False,21.79565972222223,Ferndale,12355.0
Adult,Female,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,8.857152777777777,Ferndale,12355.0
Adult,Male,Medium,Long,1.4576,True,True,False,False,True,Maine Coon,none,True,False,Black,Tabby (Brown / Chocolate),none,unknown,unknown,unknown,True,False,8.696608796296296,Ferndale,12355.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),White,none,False,unknown,unknown,True,False,31.988298611111112,Bellingham,82944.0
Young,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,True,True,True,True,False,2.0841550925925927,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Gray & White,none,none,True,True,True,True,False,2.086539351851852,Bellingham,82944.0
Young,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,unknown,unknown,unknown,True,False,2.0895486111111112,Bellingham,82944.0
Adult,Male,Medium,Medium,7.9831,True,True,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Brown / Chocolate),none,none,unknown,unknown,False,True,False,0.6302199074074074,Bellingham,82944.0
Young,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,True,True,True,True,False,1.1529513888888892,Bellingham,82944.0
Adult,Female,Medium,Medium,1.4576,True,True,False,False,True,Scottish Fold,none,False,False,Tabby (Gray / Blue / Silver),none,none,False,unknown,unknown,True,False,3.4136574074074075,Ferndale,12355.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,False,False,unknown,True,False,26.3565625,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),White,none,False,unknown,unknown,True,False,84.32199074074074,Bellingham,82944.0
Adult,Female,Medium,Long,7.9831,True,True,False,False,True,Balinese,none,True,False,Seal Point,none,none,False,False,unknown,True,False,4.380416666666667,Bellingham,82944.0
Senior,Female,Medium,Short,7.9831,True,True,False,False,True,Siamese,none,True,False,Seal Point,none,none,False,False,False,True,False,51.38209490740741,Bellingham,82944.0
Young,Male,Medium,Medium,7.9831,True,True,False,False,True,Domestic Medium Hair,none,False,False,Gray & White,none,none,False,unknown,unknown,True,False,18.927025462962966,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,True,True,True,True,False,5.401377314814815,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,False,unknown,unknown,True,False,7.039282407407407,Bellingham,82944.0
Young,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Buff / Tan / Fawn),White,none,False,False,True,True,False,8.843333333333334,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Tiger Striped),White,none,False,unknown,unknown,True,False,8.854039351851853,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,False,unknown,True,False,17.340868055555557,Bellingham,82944.0
Baby,Male,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,23.676018518518518,Ferndale,12355.0
Baby,Male,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,unknown,unknown,unknown,True,False,15.955092592592592,Ferndale,12355.0
Baby,Female,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,17.965636574074075,Ferndale,12355.0
Adult,Male,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,unknown,unknown,unknown,True,False,12.446331018518519,Ferndale,12355.0
Adult,Male,Large,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,unknown,unknown,unknown,True,False,12.449664351851853,Ferndale,12355.0
Young,Male,Medium,Medium,1.4576,True,True,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Buff / Tan / Fawn),White,none,unknown,unknown,unknown,True,False,12.45480324074074,Ferndale,12355.0
Adult,Female,Medium,Short,7.9831,True,True,True,False,True,Domestic Short Hair,Munchkin,True,False,Tabby (Orange / Red),White,none,False,False,False,True,False,0.1438310185185185,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,True,unknown,True,True,False,0.14650462962962962,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,False,False,False,True,False,18.682916666666667,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,White,none,none,False,False,unknown,True,False,83.14655092592592,Bellingham,82944.0
Young,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),White,none,False,False,False,True,False,210.0309259259259,Bellingham,82944.0
Adult,Male,Medium,Medium,7.9831,True,True,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Gray / Blue / Silver),none,none,False,False,False,True,False,52.041377314814824,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Cream / Ivory,Tabby (Gray / Blue / Silver),none,unknown,unknown,unknown,True,False,7.2343518518518515,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,True,True,True,True,False,3.828263888888889,Bellingham,82944.0
Adult,Female,Small,Long,7.9831,True,True,False,False,True,Persian,none,False,False,Cream / Ivory,Gray / Blue / Silver,none,unknown,True,True,True,False,1.0551851851851852,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Brown / Chocolate),White,none,unknown,unknown,unknown,True,False,0.19832175925925927,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Tortoiseshell,none,none,unknown,unknown,False,True,False,0.4131712962962963,Bellingham,82944.0
Adult,Female,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black,Tabby (Brown / Chocolate),none,False,False,True,True,False,5.293865740740742,Bellingham,82944.0
Adult,Male,Large,Short,1.4576,True,False,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,18.990509259259262,Ferndale,12355.0
Young,Female,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Tabby (Orange / Red),none,none,unknown,unknown,unknown,True,False,18.993113425925923,Ferndale,12355.0
Adult,Female,Medium,Short,1.4576,True,True,False,False,True,Domestic Short Hair,none,False,False,Tortoiseshell,none,none,unknown,unknown,unknown,True,False,28.088136574074074,Ferndale,12355.0
Adult,Male,Large,Long,7.9831,True,True,False,False,True,Turkish Angora,none,True,False,White,none,none,unknown,unknown,unknown,True,False,7.017893518518518,Bellingham,82944.0
Adult,Female,Medium,Long,7.9831,True,True,False,False,True,Domestic Long Hair,none,False,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,20.09923611111111,Bellingham,82944.0
Adult,Male,Medium,Short,7.9831,True,True,False,False,True,Domestic Short Hair,none,False,False,Black & White / Tuxedo,Dilute Calico,none,unknown,unknown,unknown,True,False,0.17005787037037035,Bellingham,82944.0
Young,Female,Medium,Medium,9.9116,True,False,False,False,True,Dilute Calico,none,False,False,Dilute Calico,none,none,True,unknown,unknown,True,False,14.588229166666665,Long Beach,1434.0
Adult,Male,Medium,Short,9.9116,True,False,False,False,True,Domestic Short Hair,none,False,False,Gray / Blue / Silver,none,none,True,unknown,unknown,True,False,13.019861111111114,Long Beach,1434.0
Baby,Female,Medium,Short,9.9116,True,False,False,False,True,Domestic Short Hair,Tabby,True,False,Brown / Chocolate,Buff / Tan / Fawn,White,True,True,True,True,False,22.923472222222227,Long Beach,1434.0
Baby,Female,Medium,Short,9.9116,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Black,Brown / Chocolate,White,True,True,True,True,False,29.98383101851852,Long Beach,1434.0
Baby,Male,Medium,Short,9.9116,True,True,False,False,True,Domestic Short Hair,Tabby,True,False,Black,Brown / Chocolate,White,True,True,True,True,False,14.964467592592593,Long Beach,1434.0
Senior,Female,Medium,Short,9.9116,True,False,False,False,True,Siamese,none,False,False,Seal Point,none,none,unknown,True,True,True,False,34.92211805555556,Long Beach,1434.0
Senior,Male,Large,Short,9.9116,True,False,False,False,True,Siamese,none,False,False,Seal Point,none,none,unknown,True,True,True,False,24.03854166666667,Long Beach,1434.0
Senior,Male,Large,Short,9.9116,True,False,False,False,True,Siamese,none,False,False,Seal Point,none,none,unknown,True,True,True,False,161.14380787037038,Long Beach,1434.0
Adult,Female,Medium,Short,9.9116,True,False,False,False,True,Siamese,none,False,False,Seal Point,none,none,unknown,unknown,True,True,False,4.737256944444446,Long Beach,1434.0
Adult,Male,Medium,Short,9.9116,True,False,False,False,True,Domestic Short Hair,Tabby,True,False,Orange / Red,none,none,unknown,unknown,True,True,False,84.70190972222224,Long Beach,1434.0
Adult,Female,Small,Short,9.9116,True,False,False,False,True,Domestic Short Hair,none,False,False,Orange / Red,White,none,unknown,unknown,True,True,False,39.77199074074074,Long Beach,1434.0
Adult,Female,Medium,Short,9.9116,True,False,False,False,True,Domestic Short Hair,none,False,False,Torbie,none,none,False,True,True,True,False,19.163854166666667,Long Beach,1434.0
Adult,Male,Large,Short,9.9116,True,False,False,False,True,Siamese,Manx,True,False,Flame Point,none,none,unknown,True,True,True,False,8.241736111111111,Long Beach,1434.0
Adult,Female,Small,Short,9.9116,True,False,False,False,True,Domestic Short Hair,Tabby,True,False,Buff / Tan / Fawn,none,none,True,unknown,unknown,True,False,15.92449074074074,Long Beach,1434.0
Young,Female,Small,Medium,9.9116,True,False,False,False,True,Domestic Medium Hair,none,False,False,Tabby (Brown / Chocolate),none,none,True,unknown,True,True,False,26.28583333333333,Long Beach,1434.0
Adult,Female,Medium,Medium,9.9116,True,False,False,False,True,Domestic Medium Hair,none,False,False,Orange / Red,White,none,True,unknown,True,True,False,100.37034722222221,Long Beach,1434.0
Young,Female,Medium,Short,9.9116,True,False,False,False,True,Domestic Short Hair,none,False,False,Black,Orange / Red,White,True,unknown,True,True,False,37.8831712962963,Long Beach,1434.0
Baby,Female,Medium,Short,9.9116,True,False,False,False,True,Siamese,none,True,False,Gray / Blue / Silver,White,none,True,True,True,True,False,2.6531944444444444,Long Beach,1434.0
Adult,Male,Medium,Long,9.9116,True,False,False,False,True,Domestic Long Hair,none,False,False,Orange / Red,none,none,True,unknown,True,True,False,17.791006944444444,Long Beach,1434.0
Young,Male,Large,Short,9.9116,True,False,False,False,True,Siamese,none,True,False,Chocolate Point,none,none,unknown,unknown,True,True,False,10.861666666666665,Long Beach,1434.0
Adult,Female,Medium,Short,9.9116,True,False,False,False,True,Siamese,Domestic Short Hair,True,False,Black,Buff / Tan / Fawn,White,True,unknown,True,True,False,36.36047453703704,Long Beach,1434.0
Adult,Male,Large,unknown,9.9116,False,False,False,False,True,Domestic Short Hair,Siamese,True,False,Tabby (Gray / Blue / Silver),none,none,True,unknown,True,True,False,36.37913194444445,Long Beach,1434.0
Adult,Female,Medium,Short,9.9116,True,False,False,False,True,Domestic Short Hair,Extra-Toes Cat / Hemingway Polydactyl,True,False,Black,none,none,True,unknown,True,True,False,6.145914351851853,Long Beach,1434.0
Baby,Male,Medium,Short,0.6935,True,True,False,False,True,Tabby,Domestic Short Hair,True,False,Tabby (Brown / Chocolate),none,none,True,True,True,True,False,18.796481481481482,Burlington,8509.0
Baby,Male,Medium,Short,0.6935,True,True,False,False,True,Tabby,Domestic Short Hair,True,False,Tabby (Gray / Blue / Silver),none,none,True,True,True,True,False,18.750960648148148,Burlington,8509.0
Baby,Female,Medium,Short,0.6935,True,True,False,False,True,Domestic Short Hair,Tiger,True,False,Tabby (Tiger Striped),none,none,True,True,True,True,False,19.00341435185185,Burlington,8509.0
Baby,Female,Medium,Short,0.6935,True,True,False,False,True,Tabby,Domestic Short Hair,True,False,Tabby (Tiger Striped),none,none,True,True,True,True,False,33.0162037037037,Burlington,8509.0
Baby,Female,Medium,Short,0.6935,True,True,False,False,True,Tortoiseshell,Domestic Short Hair,True,False,Tortoiseshell,none,none,True,True,True,True,False,19.017546296296295,Burlington,8509.0
Adult,Female,Medium,Medium,0.6935,True,True,False,False,True,Domestic Medium Hair,none,True,False,Buff & White,none,none,True,True,True,True,False,115.19726851851853,Burlington,8509.0
Baby,Female,Medium,Short,0.6935,True,True,False,False,True,Domestic Short Hair,none,True,False,Black & White / Tuxedo,none,none,True,True,True,True,False,142.03586805555554,Burlington,8509.0
Baby,Female,Medium,Short,0.6935,True,True,False,False,True,Domestic Short Hair,none,True,False,Orange & White,none,none,True,True,True,True,False,143.09048611111112,Burlington,8509.0
Baby,Female,Small,Medium,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,0.9695254629629628,Stanwood,6560.0
Baby,Female,Small,Medium,4.0267,True,False,False,False,False,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,2.983935185185185,Stanwood,6560.0
Baby,Male,Small,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,2.985266203703704,Stanwood,6560.0
Adult,Female,Small,Short,4.0267,True,False,False,False,True,Tuxedo,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,True,True,False,46.90671296296296,Stanwood,6560.0
Young,Male,Large,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange & White,none,none,unknown,unknown,True,True,False,26.822569444444447,Stanwood,6560.0
Adult,Male,Large,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,Orange & White,Tabby (Tiger Striped),none,unknown,unknown,True,True,False,5.917604166666668,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Orange & White,none,none,unknown,unknown,unknown,True,False,12.925381944444444,Stanwood,6560.0
Young,Female,Small,Short,4.0267,True,False,False,False,True,Dilute Calico,Domestic Short Hair,True,False,Dilute Calico,Orange & White,White,unknown,unknown,unknown,True,False,3.827326388888889,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Gray / Blue / Silver,White,none,unknown,unknown,unknown,True,False,2.997604166666666,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Gray & White,none,unknown,unknown,unknown,True,False,39.78296296296296,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,Black,Orange / Red,none,unknown,unknown,unknown,True,False,47.97517361111111,Stanwood,6560.0
Senior,Male,Extra Large,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,19.965671296296296,Stanwood,6560.0
Adult,Female,Small,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,4.931967592592593,Stanwood,6560.0
Baby,Male,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Brown / Chocolate,Tabby (Tiger Striped),none,unknown,unknown,unknown,True,False,4.933969907407407,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,White,none,False,unknown,unknown,True,False,102.83989583333332,Stanwood,6560.0
Adult,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Black,Brown / Chocolate,none,unknown,unknown,unknown,True,False,29.10841435185185,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,Gray / Blue / Silver,none,none,unknown,unknown,unknown,True,False,12.126388888888886,Stanwood,6560.0
Young,Female,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Cream / Ivory,Gray / Blue / Silver,none,unknown,unknown,unknown,True,False,9.247916666666667,Stanwood,6560.0
Adult,Female,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,Tabby,True,False,Brown / Chocolate,White,none,unknown,unknown,unknown,True,False,6.0946180555555545,Stanwood,6560.0
Adult,Female,Medium,Short,4.0267,True,False,False,False,True,Dilute Calico,none,True,False,Gray / Blue / Silver,Orange / Red,White,unknown,unknown,unknown,True,False,4.004548611111111,Stanwood,6560.0
Baby,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,unknown,unknown,True,False,6.099930555555557,Stanwood,6560.0
Baby,Male,Small,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,Gray / Blue / Silver,none,unknown,unknown,unknown,True,False,5.099837962962963,Stanwood,6560.0
Senior,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Gray / Blue / Silver,none,unknown,unknown,unknown,True,False,22.113125,Stanwood,6560.0
Baby,Female,Small,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,Brown / Chocolate,Gray & White,none,unknown,unknown,unknown,True,False,27.03739583333333,Stanwood,6560.0
Baby,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,Brown / Chocolate,Gray / Blue / Silver,none,unknown,unknown,unknown,True,False,3.2190277777777787,Stanwood,6560.0
Baby,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,Gray & White,none,none,unknown,unknown,unknown,True,False,3.2192939814814814,Stanwood,6560.0
Baby,Female,Medium,Short,4.0267,True,False,False,False,True,Tabby,none,True,False,Black,Gray & White,none,unknown,unknown,unknown,True,False,3.2220601851851853,Stanwood,6560.0
Baby,Male,Medium,Short,4.0267,True,False,False,False,True,Tabby,Domestic Short Hair,True,False,unknown,none,none,unknown,unknown,unknown,True,False,3.2219097222222213,Stanwood,6560.0
Baby,Male,Small,Short,4.0267,True,False,False,False,True,Tuxedo,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,9.305763888888887,Stanwood,6560.0
Adult,Male,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,White,none,unknown,False,unknown,True,False,1.2121296296296296,Stanwood,6560.0
Baby,Male,Medium,Medium,0.6935,True,True,False,False,True,Domestic Medium Hair,none,True,False,Buff / Tan / Fawn,none,none,True,True,True,True,False,5.7363888888888885,Burlington,8509.0
Baby,Female,Medium,Short,0.6935,True,True,False,False,True,Domestic Short Hair,British Shorthair,True,False,Gray & White,none,none,unknown,unknown,True,True,False,3.146226851851852,Burlington,8509.0
Baby,Female,Medium,Short,0.6935,True,True,False,False,True,Tortoiseshell,Domestic Short Hair,True,False,Tortoiseshell,none,none,unknown,unknown,True,True,False,3.151388888888889,Burlington,8509.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,False,False,Black,none,none,unknown,unknown,unknown,True,False,12.110162037037034,Stanwood,6560.0
Baby,Male,Small,Short,4.0267,True,False,False,False,True,Tuxedo,none,True,False,Black & White / Tuxedo,none,none,unknown,unknown,unknown,True,False,12.115335648148148,Stanwood,6560.0
Young,Female,Medium,Short,4.0267,True,False,False,False,True,Domestic Short Hair,none,True,False,Black,none,none,unknown,unknown,unknown,True,False,15.916388888888891,Stanwood,6560.0
Young,Male,Medium,Medium,4.0267,True,False,False,False,True,Domestic Medium Hair,none,True,False,Orange / Red,White,none,unknown,unknown,unknown,True,False,9.894826388888891,Stanwood,6560.0
